text,intent,severity
@116233 @117341 @115777 Why did you remove the device preview?! Every designer I know uses this regularly! Sketch here I come...,other,1
"@367492 Hi again, could you let us know if you have access to the email address associated with your account? If so, check your spam folder... 1/2",feedback,1
"@AskPayPal I paid for something with PayPal, which was my married name, but when entering checkout info on the vendor site I accidentally used my maiden name.  Will this be a problem?",feedback,1
Would you want to pay for services you never used? @115911 thinks you should.,other,1
"@116136 im in memphis , tn . Theres outages any clue to when it will be fixed .",technical_issue,1
@514838 Hi Michael. I am sorry about this. You can take the item in to store without the box if the item is faulty. Can I take the catalogue number please to check the aftersales service. Elizabeth,feedback,1
@247281 Hey! Could you send us a screenshot of the issue you're having? We'll see what we can suggest /DF,feedback,1
@422750 We'd like to look into this more with you. Meet us in DM so that we can gather more information. https://t.co/GDrqU22YpT,other,1
"@XboxSupport @162391 The X console is just as bad as the other models, getting the exact issues with performance. PC RAAMs are always bound to get problems even though you're offline or online",feedback,1
@GloCare On 19t Sept 2017 you guys selected  me r a caller tune I never subscribed to. my number is 08078856377.  on 6th October N50 was removed.,feedback,1
@AldiUK 2/2 and use  a trolley with a seat....,feedback,2
@JetBlue I had to fly two planes rides without jet blue as there aren't jet blue flights here. no wifi no free snacks and cramped seating. I MISS JETBLUE https://t.co/CftTIt8mjr,other,1
"Just landed at Austin, hats off to Pilots of @SouthwestAir Flight 5231
 A little bumpy, but they handled it very well!",feedback,1
@770727 Does this happen on every channel or just this one? ^CM,feedback,1
"@799139 Oh, no! Without giving account or personal information, could you tell us a bit more about what's going on? ^DG",other,1
@Tesco Difficult to see a number plate when it’s 6 inches from your rear bumper. However it was on the A37 from temple cloud towards Tesco Paulton. Around 18:10 tonight,other,1
"@VirginAtlantic When trying to file a claim for essentials due to delayed baggage, your website takes me on an endless hunt, but leads nowhere. Is this a way to avoid people from making claims? Terribly sad!",feedback,1
@217951 The projected opening date is 12/16.,other,1
"@UPSHelp I believe it was @273552 who needs your help, but I appreciate the tweet nonetheless!",shipping_issue,1
"@AmazonHelp If it’s not available to ship, don’t say it’s in stock online. If it’s in stock, ship it.",shipping_issue,1
@115948 @115858 PLZ SEND HELP. #needmymusic https://t.co/ukIoWLxMzw,feedback,1
@321569 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. (1/2) ^CB,feedback,1
Amazon is selling a service that will allow delivery drivers entry to your home while you're away https://t.co/W9Axe84vwm https://t.co/5JgwkXVwZ1,shipping_issue,1
@309894 @AdobeCare Thank you for the response. I need a video for a Monday morning presentation and needed to send the link to someone today. Urgency appreciated!,feedback,1
@485038 @AppleSupport Omfg I️ thought it was just my phone!!!,feedback,1
@497203 We're glad you are safe.,feedback,1
"@123188 Understood! Let's try all the steps listed here: https://t.co/Ui1yTnOCUz Let us know the results once completed,",feedback,1
"@322576 ¡Nos alegra saber que tu problema fue resuelto! En caso de necesitar asistencia en el futuro, no dudes en contactarnos. :3 ^CR",feedback,1
"@139876 @186581 We apologize for the inconvenience,our engineers are carrying out system upgrade. Kindly check back much later. Thank you.AP",feedback,1
I’m never mailing anything ever again using the services of @115817 or @118706 . They will lose yo shiz and not tell you why or how ✌🏾,other,1
"Absolutely DISGUSTED how the so called manager of ""Customer Service"" spoke to me. Obviously baskets aren't of any high importance- neither is an apology. Just an excuse of ""everyone takes them"" THEN REFIL IT SURELY?! makes me sick being an employee. @Tesco",other,1
Nothing like having @116827 c-service just straight up tell me I’m shit out of luck. What does it take to get YOUR OWN MONEY these days?,feedback,1
@ATVIAssist Okay so I restarted it and I pad back on going back into the game and all and it seems to be working fine for now.,other,1
@Uber_Support My problem is different. I have paid the toll but the driver hasn't since he took a slightly different route which had no toll. So the toll tax I'm paying is going in the driver's pocket!,other,1
"@789815 Hi Sasha, thanks for getting in touch. I'm really sorry there's such a big gap of air in your roll! I'd really like to get this looked into and fed back, could you please DM us some details? 1/3",feedback,1
@115777 @116233 @AdobeCare absurd the hoops I had to jump through to take advantage of the Black Friday CC pricing,feedback,1
"@marksandspencer A bone in my last meal, I decided to get over it and call it a one-off. Now this? Disgusting.",other,3
"@AmazonHelp On Thursday was told Friday, on Friday an email and phone call to say a call on Saturda would instruct us to rebuy and then be refunded, particular representative would be back on Sunday to check. Saturday no contact so husband messaged and was told someone would be in touch.",feedback,3
"@358047 Hi. Let’s find answers for you. Just to verify, is it a personal or a business account?",other,1
"@136786 Thanks, Martyn - we love Paddington Bear too!",feedback,1
"@380517 Oh no! This is not the experience we want our customers to have. I can definitely look into this service issue for you. Please, go ahead",other,1
@Safaricom_Care have seen you guys advertising home fiber for 2500 Bob what are the logistics to get it ?,feedback,1
@486139 I’m sorry about the issue you’re facing with delivery. Let us look into it. (1/2)^HR,feedback,1
@297408 Reversal initiated. You will get a notification message upon completion. Make use of ........contd,feedback,1
@517669 We'll take note of this issue. Rest assured fix will be released as soon as possible. Please continue to check for updates.,feedback,3
@455481 Awesome! Let us know if you ever need us. We'd be... https://t.co/LgAM6ky9Vv /MX,other,1
"@468810 We do have a team that does door to door sales. Has there been an issue with one of our reps?
^HSB",feedback,1
"And another thing! @JetBlue -- I rode on a FILTHY plane. It was so dirty I wouldn't put my bag on the floor after being instructed to! I wrote to customer service and their response ""sorry."" -- oh okay #peace",other,1
@sainsburys @434150 Is this cos Spurs are crap?,feedback,1
@212569 No worries. Feel free to contact us once you did the troubleshooting so that we can assist you further if needed.,other,1
@177160 We understand your concern. Due to overwhelming response and high order volume the EDD is slightly delayed. (1/2) ^SV,shipping_issue,1
@295520 A member of the team can investigate further and will respond; if there is anything I can do to help you this evening let me know,feedback,1
@hulu_support I don't have a computer,technical_issue,1
"@774735 We're so glad to hear that you had a great trip, Christine! Would you mind sharing your confirmation number and more details in a DM? ^JT https://t.co/mQmfkXW4oV",feedback,1
@AmericanAir opens up new opps to change cards since there’s no longer a benefit to this one— that’s the good news!,feedback,1
@208786 Can you please DM your account number as well as the full service address associated with the account. ^SS,other,1
"@216476 Could you please let us know the device that you are using to view the videos on, Kiran? ^KS",feedback,1
Ryan &amp; I are flying cross country on @SouthwestAir to see my @14777 for the 1st time in Oakland! #JustWinBaby,other,1
"@817423 We appreciate you, Fran! Please DM us for some love. ^MK",feedback,1
@GooglePlayMusic how do I unsubscribe ???,feedback,1
@644077 Hi Kumaran. Please log your item at https://t.co/h8I7Lay827 If this is handed in you will be contacted. I hope it turns up - Josh,other,1
"@764402 Hello, we’re sorry to hear this. We recommend trying to uninstall and reinstall the app. If this doesn't resolve your concern, please call our Online Team at 1-877-242-7372 for further help. ^MG",feedback,1
"@AppleSupport I can’t quit you .@115858 

#Swoon",feedback,1
"@115913 @115911 Also, can I use #GetOutoftheRed and get the $300 off? Looking to port a VZW iPhone and then upgrade to this.",feedback,1
@417441 Here to help.  Kindly send us your email address via DM so we can connect.,other,1
@358494 Happy to help! Please visit here: https://t.co/P44jyHSSke for more on your inquiry.,other,1
@671991 That is accurate.,feedback,1
WHY IS MY IPHONE RESTARTING EVERY MINUTE??? @AppleSupport @115858,technical_issue,1
And it STILL doesn’t work. @AppleSupport @123765 @TwitterSupport https://t.co/yymnabOLMA,technical_issue,3
"@151579 Hi, I apologize for the disruption w/ your internet service. Can you please DM your phone # &amp; full address? I would like to assist you. -DR",feedback,1
@242503 We would like to help you. Please share your details with us here: https://t.co/GIJyeY99fq. We'll get in touch shortly. ^CB,feedback,1
@427422 @115714 @115858 Once our pages start to work again you will be able to order your device. -AM.,other,1
@AmericanAir come on! Why don't you just put people on the upgrade list? Do you think they don't want it? And your flight 1071 sucks tonight,feedback,1
"I’m sitting in a nice seat, everyone was helpful and will now be in bmore for my race and meetings with the city on time",feedback,1
WTF @comcastcares @116136??? https://t.co/2XgFF42fLF,other,1
"@AmericanAir Of course you gave me a refund, the flight never happened. What about my other expenses? Taxi, parking, hotel, etc?",other,1
@GWRHelp once we have bought adv tkts with reserved seating is there a chance we can change the seats so we can sit with our friends?,feedback,1
"@169735 As per our telecon, we have noted your concern and our team is working on it. Please give us some time to get back to you. Heetali.",feedback,1
Amazonからの荷物が分かれるのが嫌すぎてギリギリまで粘ったのに品数4つで3つに分かれるってどういうこと💢💢💢,feedback,3
"@545418 Hi, most of the morning flights are expected to operate normally, but you can check the latest news at https://t.co/cNM2xNN01u. ^BS",feedback,1
@AmericanAir shame on gate agents for flight 428 (DEN - CLT) for not allowing a family with 2 small children to pre-board,feedback,1
@179629 We definitely need to take a deeper look! Please send us a DM and we'll see what's going on :) *ByronEdwards,other,1
"@AsurionCares  I don’t see how y’all care when I have been trying to contact SOMEONE, ANYONE for 3 weeks and I can not reach ONE HUMAN 😤",other,1
What an epic view tonight!  #MtRainier #DeltaSkyClub #DeltaAirLines #DeltaAir #Seattle #SeaTac #PNW @Delta https://t.co/Cq2idx7YIt,feedback,1
@AskPlayStation followed,feedback,1
@354053 We're sorry about the delay with your pick up. Please report this here: https://t.co/vlvfJr4nN9 and we'll check. ^HK,feedback,1
@274483 Sorry to hear about that! Send us a note at https://t.co/K05RdmK3t4 so our team can connect.,feedback,1
@British_Airways Thank you. @295797 blamed you but was their system's fault. 68 minutes on phone with 18 minutes for @399681 to make his flight,feedback,1
@360355 We know that your time is valuable and we're sorry for the wait for your bag this morning.,feedback,1
@BofA_Help app based atm withdrawal service can use random generated code which one can use in atm w/o the need of debit card,feedback,1
@AmazonHelp it’s almost 8 and nothing has arrived yet it should have been here by Thursday with the 2-day shipping... https://t.co/32ESr0ITAj,shipping_issue,1
@122600 I understand your disappointment. We'd like to help. May I know if you replied the correspondence from the accounts team? ^BS,feedback,1
@Tesco why are you plastering advertising in the national papers for half price chickens but yet as usual can't keep up with demand? My local store was sold out when I went in at 2pm today! Please can we DM to discuss further?,feedback,1
@583169 Could you please DM us the email address linked to your account and a short issue summary? We'd then get back. Thanks.,other,1
"@316855 We will have to refer this to our wireless counterparts @115990 for all your mobile concerns.  
^JRA",other,1
@British_Airways Not even in the cabin? ☹️🙁🙁,other,1
@AmericanAir should get a free travel voucher for the delay flgt 5812 from Phoenix to Tucson! Need maint update 2pm.,feedback,1
@691793 Thanks for that information! Have we missed the delivery date provided in your order confirmation e-mail? Let us know so we can further assist! ^MT,feedback,1
@AmazonHelp  https://t.co/lwWVAFWxbd,feedback,1
"This @5804 flight attendant has a jungle cruise comedic vibe, I love it.",other,1
"@543193 Alright, if you go into Settings &gt; General &gt; About, do you receive a popup notification prompting that a carrier update is available? If so, perform the update and try placing a call. Let us know how that goes.",feedback,1
@823776 Here to help! Send us a note via https://t.co/yqIhbGRNqi so our team can connect.,other,1
"@500622 Oh, no! I apologize for the inconvenience this has caused you. Are you able to uninstall and reinstall the app? - FHC",other,1
@XboxSupport Did you receive my video? I retweeted it again.,feedback,1
@547482 We can certainly look into this. Can you please DM us the phone number and address on the account?-FRL,other,1
"@153360 To determine you best support options for working this out, can you tell us in which country you're currently located?",feedback,1
@589428 @38512 What issues are you having? ^PA,feedback,1
"Really disappointed by
@UPSHelp. Paid my customs fee over phone in advance to avoid missed delivery today. Came home to missed delivery and customs invoice. Phoned UPS and no apology or explanation given.",feedback,3
@292396 Let’s sort this out. Please contact our Accounts and billing team about the gift card issue: https://t.co/6B6Hg29Wj8.,feedback,1
@205006 Let us know if we can assist via DM.  *ALA https://t.co/6iDGBJRMTU,other,1
"@367874 Hi Nathen, can you provide us with details of your issue so that we can resolve your issue ASAP? ^AJ https://t.co/iuwZCjz4Or",feedback,1
@116147 What’s the story with all the delays today? Seems nearly every @SouthwestAir flight is delayed.,feedback,1
"@446186 We'd love to do more for you, but this is something for your distributor. It's best reach out to them so they can help you further /MO",other,1
"Scusate è domani il #BlackFriday su #amazon ⁉️
#AmazonPrime",feedback,1
"@555121 Can you advise if your home is a new build? are you able to send us your name, address &amp; email by DM along with your old address - Mike 2/2",feedback,2
@796631 Hello! Could you tell us more details on what's happening that makes you feel this way trough DM. We'll be waiting for your message. - CE,other,1
@ArgosHelpers LS213AL,other,1
@LondonMidland Why is there no train crew?!,feedback,1
@ATVIAssist  https://t.co/xUMHqAbUMf,other,1
"@247390 @115913 We all want our customers to be getting the best service available, Mike. Please DM us so we can help: https://t.co/cuEwtd2epS *DanKing",other,1
"@140805 Hi Tracy, we're sorry to hear your host is not responding. Please DM us with your email address and reservation code to further assist. We're standing by to assist.",feedback,1
@nationalrailenq on 5th Nov from Swansea to London. The 9:28am says no changes but there is an status update. Where will I get off?,feedback,1
@312695 Fingers crossed you get to stop by sometime soon!,feedback,1
"@166712 @115783 I'm your best PeriUrban Ag &amp; Food guide in Melbourne (self-titled). My passion is knowing Farm Gates and visiting Farmers Markets all over Australia. You'd enjoy my Aggie Foodie passion, and people enjoy my hostability warmth. How do I sign up? #Trip #Host",feedback,1
@149925 Hello. I'd like 2  try 2 help. Please click &amp; DM the country where you applied for the credit card. (No acct#s/PINs)^ZJ https://t.co/gvC4jAOA9c,feedback,1
@508709 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,technical_issue,1
@AmericanAir Can u pls fix ur security problem at LGA? I fly precheck every wk &amp; it’s worsened terribly these past 4 months https://t.co/0IbwwViVb0,feedback,1
@589984 We're here to help! Send us a DM letting us know which iPhone &amp; iOS version you're using and we'll work from there: https://t.co/GDrqU22YpT,technical_issue,1
@236168 @VirginTrains Hilarious.... I was asking a simple question that required a yes or no response,feedback,1
"@AirAsiaSupport is it possible if i pay for extra cabin baggage in airport instead of credit card (don't have any), or should i must not check in via web?",feedback,1
"@SpotifyCares Um, Apple Watch app? What's happening on that front?",feedback,1
"@747085 Hi, Vincent. Were you able to get help? Is there anything we can do to help. ^jv",feedback,1
@164224 @115913 We'd love to chat options with you. Click this link to send us a Direct Message: https://t.co/cuEwtd2epS *DanKing,other,1
@comcastcares I need to talk to US-based Rep!!!!,account_issue,1
"@Delta Oh, OK. Thanks.",feedback,1
@115858 My battery hasn’t been lasting since I updated to IOS 11😔 #FixIt,feedback,1
@AmazonHelp I'm currently waiting for a shirt now.  Contacted the seller about shipping and saw his email was from Asia,shipping_issue,1
@392516 Sorry for the trouble! Send us a note via https://t.co/JyzdtQE9pr so we can connect.,feedback,1
"So, @Delta , I purchase me and my GF's tickets a YEAR in advance and specify we want to sit next to each other, and we are on opposite sides",other,1
@AppleSupport After iOS11.1 update... Still... #iPhone7 camera “seamlessly” not working☹️ #makeiPhonegreatagain https://t.co/C6myS8pTYE,technical_issue,1
Omg ever since iOS 11 came out my phone has been mind numbingly slow!!! It freezes at least 7 times a day @AppleSupport @115858,feedback,1
@comcastcares @comcastcares I order a new modem it doesn't work. Your man on install said the signal out of the LE was low. Yet you fix nothing!,feedback,1
Is 1mb download normal? https://t.co/JFiiiWYXMx,other,1
@789873 I can definitely look into this for you. Please DM me your full address and phone number so I can better assist. –SLM,other,1
"@246200 Please send us this information in a private message, also we do need the item number or the case ID , and the postal code registered on the account. Thank you. ^JN",other,1
"@689853 Bro please do the update, issue should be resolved. Let us know if you keep getting the same issue after update. ^BW",feedback,1
"@669442 Hi there! Just to clarify, have you tried the steps outlined here: https://t.co/4ZtgUx8PHO  ^JA",feedback,1
"@Uber_Support
Wohhhh... We're Charging 4x than the shown price now.. Are we..?? Plz solve this. 3RD TIME Happening to me. https://t.co/TzEi0RunjN",feedback,3
@AmazonHelp You can easily resolve my prob but simply u didn't want to return my money you are wasting my time! But i will not keep quiet! I wil xpose u,feedback,1
"@497279 We’re available to help with your battery life. To begin, which device model and operating system are you using?",feedback,1
"@242179 Hi Paul, thanks for getting in touch. I'll look into this for you. I will get back to you as soon as I have any more info. Regards - Andy S",feedback,1
@TMobileHelp @115913 Like gimme a phone per line or something! A big gesture for my loyalty! lol,feedback,1
@336954 You'll have to look into re-booking options; a fare difference + penalty fee may apply. *ABN,other,1
"@232397 Hi Frank. If you flight has been effected, please see a Delta Red Coat for assistance. *ALS",feedback,1
"@AirAsiaSupport Can I just board the plane and don't take the second one from Kuala to Hanoi? Exit in Kuala? My passport don't need visa for Malaysia, so I can exit.",feedback,1
@British_Airways flying club world from DEN to LHR. Do you have a lounge at Denver for business travellers?,feedback,1
@VirginTrains are all the Euston to Stockport trains running today?,feedback,1
@314427 We’d love to help with using Raise to Wake. Do you see the feature under Settings &gt; Display &amp; Brightness?,feedback,3
"@435274 I did not hear back from you yet. Please let me know whether your issue is resolved or you need additional help.

Thank you.

 - Kart ( HP Social Media Tech Support )",feedback,1
@GloCare for some weeks now the Glo network has been so poor when it comes to Internet services... Pls what is wrong,feedback,1
@130655 There are delays on this line due to earlier signalling problems. I appreciate this is disappointing. Sorry about this. Info on compensation for Season Ticket holders can be found here: https://t.co/oYoj0xanzl. Natalie,feedback,1
@202109 Great photo! Bye Bye! 👋 *AJY,feedback,1
"@318438 Sorry to hear that. You will receive an email with
 the details of the ban/suspension: https://t.co/2CpHxuUKRB",feedback,1
@115940 doesn’t want me watching my @11244 on @363097 ... smh @hulu_support https://t.co/c5vFE94dNU,other,1
@AppleSupport  my iphone 7plus keeps restarting (10mins) it self. I have the latest version pls help me? Once i complainted in I CARE kerala. They re install my entire softwere but issue happens again pls help,feedback,1
"@621943 Currently, of the 300,000 colleagues we employ in the UK, fewer than 200 are paid by Tuxedo Cards each month. 2/2",billing_issue,2
"@AmericanAir This was it, still not impressed unfortunately. Thanks for replying though",feedback,1
.@O2 Can you help explain why I am still being charged for 2 separate airtime plans and handsets despite repeated calls to cancel one package and having already sent one handset back? I am now being billed for this and am losing patience.,feedback,1
@AppleSupport hey can you guys turn off my blue tooth? It’s still searching for networks and killing my battery.,feedback,3
"@VirginTrains Manchester Piccadilly, lovely woman in customer service unfortunately did not catch her name tho",feedback,1
Heading North to see my amazing sister  - can't wait. Thanks to @LondonMidland for warm train on a chilly day :-) https://t.co/xbnZUFIjUh,feedback,3
Had the WORST chipotle lastnight @ChipotleTweets !!!!!!!,feedback,1
@TMobileHelp @115911 @115913 Another evening wasted again trying to close an account I have closed several times already! What a joke!,other,1
"@218206 Hi, sorry to hear that, what's the current status of the tracking on your order: https://t.co/Y5jpI9gRhE? ^JJ",feedback,1
when the @115879 feels like this at 2am on a tuesday https://t.co/KHM0nbZzl8,other,1
@AmericanAir Oh wait they were too busy trying to get us to apply for a credit card to bother,other,1
@NortonSupport Sure thing. Feel confident at this time it's not Norton's fault. It's something in windows or my computer. Waiting from Microsoft for info,technical_issue,1
"@593636 Your love means the world to us, Betsy! Thanks for sharing your kudos. We appreciate every opportunity to have you onboard! ^KM",feedback,1
@MicrosoftHelps Not being able to log in after the reset started the problem to begin with.,feedback,1
@626947 I'm sorry that the cover was broken. Please reach out to us here: https://t.co/vlvfJr4nN9 we'll check it for you. ^AU,feedback,1
I guess @115873 is becoming shady now and charging people for UberX when they select UberPool. Is this an app glitch?,other,1
"@AirbnbHelp @788062 lol, what?",other,1
When your next day Amazon order still hasn't come 5 days later zzz,shipping_issue,1
"@AppleSupport I updated ios 11, i often experiense frozen screens, white screens. I make hard reset everyday☹️Yesterday i reset settings. Nothing happened",feedback,1
Our Stress-O-Meter is going nuts! Enjoy $7 OFF any movie when you pay w/ #ChasePay® on @144529 app. T&amp;Cs: https://t.co/J0wGK9Jm3w https://t.co/aRssU2GY8P,feedback,1
"@181299 We would like to inform you that your number is deactivated by your previous owner. Please co-ordinate with them. Rgds, Yogita",other,1
@320110 @120576 @VirginTrains Luke said the carriage is very uncomfortable. We r now traveling an hr to Stevenage 2 get him as he cannot bare it anymore. @127472,feedback,1
@666730 @XboxSupport SAME NONE OF THE SKIN PACKS GO TO MY BETTER TOGETHER UPDATE😒,feedback,1
@200775 I am happy to hear that! Please let me know if there is anything else I can help with. Thanks! - RO,feedback,1
"@O2 Hi! I can't log in to https://t.co/eLU75YRYHA ""We're looking into it and hope to get it fixed soon."" Question is; how soon is soon? 😬",feedback,1
@Ask_WellsFargo You wouldn't remove an overdraft fee since a manager apparently already did a partial one. How long does it take to close down all my personal and business accounts as well as my credit card?,feedback,1
@TMobileHelp @214790 Everyday I will be sure to give them the negative publicity since that's all I have experienced. I will use the 2 radio shows I have on fm!!,feedback,1
@160575 You're welcome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /KB,feedback,1
@182062 Thank you for the feedback. We try our best to make you guys happy! Hope this lasts for a lifetime. ^AP,feedback,1
@516170 Hey there! What platform are you on? The servers should be functional at the moment. Keep me posted! ^MB,other,1
@VirginTrains meant to be catching the 15:43 from Euston to Birmingham International to the catch ongoing train. Any advice?,feedback,1
@178169 I did not hear back from you so I will close out this case for now. Please contact me again if you still need any help. ^Prathap,feedback,1
@118919 customer Ko cheat krna ka alwa aap koi or kam v krta ho kia,other,1
"@Ask_Spectrum Yes, you may ask. The customer service complaint is from last month. First impressions matter, and that's my ultimate takeaway.",feedback,1
@ArgosHelpers That's a shame. Thanks!,feedback,1
@AmazonHelp Thanks for responding I will look out for that in future otherwise Christmas will be very expensive this year,feedback,1
"@665050 Not great to hear, Charlie :( Which service are you travelling on? Did you originally have a seat reservation? ^HP",feedback,1
@AppleSupport I have iPhone 6 (please don’t tell me to buy a new phone because I’m a broke university student) and its 11.1,feedback,1
"@NikeSupport Yo, trying to set up my Nike+ watch &amp; the website is down. Will it be back or is it gone for good?",feedback,1
@692666 Awwww! Right back at ya! ❤️ Glad to hear you're enjoying the service! ☺️ ^PK,feedback,1
@713068 Hello Jim! We're terribly sorry for the poor experience. You mentioned repeated requests. Does this mean you have spoken with our AMZL team and had them make specific notations on your account for future deliveries? Please let us know! ^JD,feedback,1
"@164617 (2/2) carrier feedback? If not, please reach us by phone, chat, or e-mail when you have a moment: https://t.co/hApLpMlfHN ^MV",feedback,2
@AppleSupport iOS 11.0.2 on a iPhone 7 4.7inch with 25gb spare of internal storage and only basic apps installed,feedback,1
@697444 We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,other,1
@807827 We are here to help. Please send us a message and we'll get started looking into this for you. https://t.co/eXwzpNPj8C,other,1
"@329861 1/2 Hi Peter, our services are booked to run as normal tomorrow, but there are likely to be speed restrictions in place between",feedback,1
@AmazonHelp it's not my fault if you fail to deliver within promise time. You need to refund now.,feedback,1
"@762566 Apologies for the delay, we are actively working to resolve server issues now, are you still seeing this? ^NM",feedback,1
@O2 I love how you guys refuse to give us a proper solution for losing the fav international calling me number...,feedback,1
"@660650 Hi Phil. If your flight is within 24 hours we won’t be able to assist with seating. We can take a look at your reservation and check what seats are available. DM us your booking reference, full name, email and contact number. ^Davina",other,1
@AmazonHelp Your guaranteed delivered date was wrong as usual and I’m traveling. Makes no sense to continue paying for a service that for me never works,feedback,1
"@SouthwestAir needs to start flying to Huntsville, AL 🙂",feedback,1
@606682 Hi! I see how this is concerning. Could you DM us with your PayPal email and a screenshot of those transactions? Thank you! ^ES,feedback,1
@AskLyft Did 2 drivers get the same request? Is that possible? It sounds like Lyft is alluding to that possibility. A class in the machine perhaps?,other,1
@488820 #Cheers Josh! -Sara,feedback,1
"@211794 Hi Emma. Your chances of getting a free upgrade are slim, but we'd be happy to check prices for you! ^DS",other,1
"Ich finde es sehr nervig, dass seit neustem auf @116316 Prime Videos vorher Werbung eingeblendet wird, auch wenn man diese nach ein paar Sekunden überspringen kann 😡",other,1
@SouthwestAir Is there anything else I should do? Contact the cleaning contractor that you use? No phone=no life😜,other,1
@115725 is it free to change my number?,feedback,1
@161361 You know what? We’ll let them know and see what we can do about that 😉 🐊,feedback,1
"@391590 I'm sorry for the poor experience. Please DM your account # and address, I would be glad to look into these issues for you. ^LS",feedback,1
"@591197 Hi, please click to send us a private message and I will look into this. Thanks! ^Trinity https://t.co/a2xkfCJw4B",other,1
@marksandspencer @334644 Thank you for your message! I’ll return the packaging 👍🏻,feedback,1
@AmericanAir I find it more alarming that my flight was cancelled without any notification. It’s a policy that is not made very clear and that’s fine. But how is it reasonable to cancel a flight and not even send an email update like is sent for every other change?,other,3
"Wow. Never too early to learn about investing in Candy Land. Well played, @116016. https://t.co/OBcrZKrK4e",feedback,1
"@767011 Hi, ill check now, could you DM us the catalogs numbers, thanks
-chris",feedback,1
@VerizonSupport yeah this isn't going to work. will not be able to perform hardwire test. please find another angle,other,1
I’m getting this message when trying to add a new payment option for my Office 365 subscription. I’ve tried since Friday. @MicrosoftHelps https://t.co/DTT8jedd5V,other,1
@214262 We know how important your time is and we appreciate your patience today.,other,1
"Well, at the time I’m normally arriving at work I’m finally on a train TO work. Another stunning journey with @SW_Help",other,1
@536204 This is concerning to hear. Please let our team know  https://t.co/0f6pFdYU9j. -Tara,feedback,3
@XboxSupport Just got back to you guys and got the message! Thanks,feedback,1
@SouthwestAir Woke up to an e-mail this morning from Southwest about my flight in Jan. Did double take and realized the return date changed?,feedback,1
@753453 @ATVIAssist It makes me mad to where I have to switch to a different game at times.,other,1
@176914 Oh no! That shouldn't be the case. Please contact us here: https://t.co/6YdK7bvQN7 and we'll investigate this for you! ✅,other,1
"@251216 Hey there, sorry for the late reply. We're aware of this and its being looked into. ^FB",feedback,1
"@803227 That's a bummer, be sure to let a manager know or go to https://t.co/0f6pFdYU9j -Tay",feedback,1
Fuming with @115858 my sister could have been seriously hurt and all they said was go buy a new one. Disgusting if you ask me.😡 https://t.co/UV5ZeNmd8h,other,1
"@GloCare For a week + now, this is what you people keep telling me",feedback,1
"@474236 Hi Jimmy. Morrisons-branded fresh meat is 100% British, along with the meat sold from our in-store butchers counters......",feedback,1
@115873 I paid for two uber trips today when I only took one.. I cancelled the first because no drivers were available &amp; none confirmed. Will I get that money back? I have a visa debit. Thanks!,feedback,1
@Sw_help your website is no help - how delayed is the 846 fnb-wat train please,feedback,1
"@338761 Hi, I would be happy to help look in to the billing. Can you please send me a DM with your acct# or phone# so I can assist you? -CLR",billing_issue,1
I’ll never Postmates shit again I ordered a Obama special and just got a plate full of fries and I still don’t know who I should press Lmao,other,1
@TMobileHelp hey guys! I'm on your plan $50 plan but I can't seem to open Instagram on mobile data.,feedback,1
"@812279 Hi Stephen, this could be for a variety of reasons really. Often it takes some time for the parts needed to repair the escalator to be delivered. Regards - Peter",other,1
@760198 Thank you for that information.  Can you send us a screenshot of Settings &gt; Battery &gt; Last 24 Hours and Last 7 Days with the clock icon enabled?  Do you have any available updates for apps in the App Store?,feedback,1
"@MicrosoftHelps This issue has been so long. 3yo laptop, so I think solution is to buy new and how for best.. Did it again today. 1-2 times/week",feedback,3
@Uber_Support How many times,feedback,1
"@208702 Hello Casey, Have you seen our latest campaigns? Check out https://t.co/487GCme9G6 . -Tiff",feedback,1
@USCellularCares I WASNT ASKING YOU,other,1
"@138790 You can also contact our regional support team @147078 if you require assistance in your regional language.
^KT(2) https://t.co/oEoSPnwg0y",other,2
@279427 We're sorry to hear this was your experience. Contact us via https://t.co/jP6giifgNM and we'll be in touch.,feedback,1
"@VerizonSupport 2nd month, talked to customer service, got charge taken off, then $25 was charged to my account bc ""the money had to be sent back"" BS. Called customer support again. Got it taken off.",feedback,3
"@454010 No fret, Ana! We'll make this super quick and easy for you. Please DM us your Rapid Rewards account number! ^KM",feedback,1
@AmazonHelp Could you send the chat link.. Sounds fastest,feedback,1
"@751294 Hi. Could you provide us with your 62 order number please, along with your delivery details we can have a further look into this for you ---&gt; Muza",other,1
@AskTarget Don't bother things will never change there. It's poorly stocked and run. Liquor store attracts all the homeless people.,feedback,1
@Tesco seriously what is up with your website. Stuck in a Black Friday refresh screen all morning....off to shop elsewhere now,feedback,1
@724708 I never heard back from you; let me know if I can help. Have a great day! ^In,feedback,1
Wow what a day! Thanks to these fabulous ladies for joining me at the IAG Diversity event for @british_airways. Wh… https://t.co/hT96aSn3E1 https://t.co/9piZojogBV,other,1
@americanair why is my flight AA4332 cancelled?,feedback,1
@714307 @AmazonHelp Same issue here. On all devices.,feedback,3
